organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,education,nursing degree received,gpa,employment status,leave,termination,termination date,termination reason,id,tenure
Emory Johns Creek Hospital,7/21/2023 0:00,2504428,18423,7/9/2023 0:00,Medical ICU Inpatient Unit,41,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25297,2.712328767
Emory University Hospital Midtown,4/7/2023 0:00,460949,18424,3/27/2023 0:00,Mother/Baby Unit,23,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25298,2.997260274
Emory Decatur Hospital,3/28/2023 0:00,461775,18425,3/20/2023 0:00,Obstetrics/Labor & Delivery Inpatient Unit,30,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25299,3.016438356
Emory Johns Creek Hospital,2/24/2023 0:00,460949,18426,2/20/2023 0:00,Obstetrics/Labor & Delivery Inpatient Unit,23,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25300,3.093150685
Emory Johns Creek Hospital,2/24/2023 0:00,462141,18427,3/27/2023 0:00,Medical/Surgical Inpatient Unit,27,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25301,2.997260274
Emory Johns Creek Hospital,2/24/2023 0:00,462197,18428,4/17/2023 0:00,Obstetrics/Labor & Delivery Inpatient Unit,26,Female,University of North Georgia,BSN,3.245,Full-time,No,No,,,25302,2.939726027
Emory Decatur Hospital,10/11/2022 0:00,459403,18429,11/7/2022 0:00,Mother/Baby Unit,24,Female,University of North Georgia,BSN,3.245,,No,No,,,25303,3.380821918
Emory University Hospital Midtown,7/25/2019 0:00,436512,18430,7/29/2019 0:00,General Medical Inpatient Unit,31,Other,University of North Georgia,BSN,3.75,,No,Yes,4/3/2020 0:00,Family obligations (family/friend caregiving responsibility),25304,0.682191781
Emory Saint Joseph's Hospital,7/18/2022 0:00,456038,18431,7/18/2022 0:00,Cardiac/Heart/Vascular Critical Care,21,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,3/25/2024 0:00,Returning to school full-time,25305,1.687671233
Emory University Hospital,4/27/2022 0:00,452859,18432,3/28/2022 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,University of North Georgia,BSN,3.75,,No,No,,,25306,3.994520548
Emory Decatur Hospital,8/20/2024 0:00,472576,18433,8/12/2024 0:00,Medical/Surgical Intermediate Unit,24,Female,University of North Georgia,Accelerated BSN,3.245,Full-time,No,Yes,11/24/2024 0:00,Unhappy with job/facility,25307,0.284931507
Emory University Hospital,8/26/2021 0:00,448219,18434,7/26/2021 0:00,Perioperative OR,23,Female,University of North Georgia,BSN,3.75,,No,Yes,7/26/2023 0:00,Relocating out of area,25308,2
Emory Johns Creek Hospital,7/12/2021 0:00,447686,18435,7/12/2021 0:00,Emergency Department,23,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25309,4.704109589
Emory Johns Creek Hospital,7/12/2021 0:00,447722,18436,7/12/2021 0:00,Medical/Surgical ICU Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25310,4.704109589
Emory University Hospital,4/16/2021 0:00,445344,18437,3/22/2021 0:00,Medical/Surgical Intermediate Unit,23,Male,University of North Georgia,BSN,3.245,,No,No,,,25311,5.010958904
Emory University Hospital,4/16/2021 0:00,445506,18438,3/22/2021 0:00,Other (please specify),23,Female,University of North Georgia,BSN,3.75,,No,Yes,12/2/2023 0:00,Other/Unknown,25312,2.698630137
Emory University Hospital,4/16/2021 0:00,445546,18439,3/22/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,24,Male,University of North Georgia,BSN,3.75,,No,No,,,25313,5.010958904
Emory University Hospital,4/16/2021 0:00,445598,18440,3/22/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,24,Male,University of North Georgia,BSN,3.75,,No,Yes,6/18/2023 0:00,Other/Unknown,25314,2.24109589
Emory Johns Creek Hospital,2/15/2021 0:00,441733,18441,1/24/2021 0:00,Medical/Surgical ICU Inpatient Unit,29,Female,University of North Georgia,BSN,3.75,,No,Yes,3/6/2022 0:00,Other/Unknown,25315,1.112328767
Emory Johns Creek Hospital,2/15/2021 0:00,445203,18442,2/15/2021 0:00,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,3/6/2025 0:00,Obtained position representing a different job experience,25316,4.054794521
Emory University Hospital,8/6/2020 0:00,442606,18443,7/27/2020 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,2/19/2022 0:00,Relocating out of area,25317,1.567123288
Emory University Hospital,8/6/2020 0:00,1968809,18444,7/27/2020 0:00,Medical ICU Inpatient Unit,26,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25318,5.663013699
Emory University Hospital Midtown,8/1/2020 0:00,442443,18445,8/10/2020 0:00,Orthopedic Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25319,5.624657534
Emory Decatur Hospital,7/21/2020 0:00,442243,18446,7/13/2020 0:00,Orthopedic Inpatient Unit,23,Female,University of North Georgia,BSN,3.245,,No,No,,,25320,5.701369863
Emory University Orthopaedics & Spine Hospital ,7/21/2020 0:00,442625,18447,8/3/2020 0:00,Perioperative OR,25,Other,University of North Georgia,BSN,3.245,,No,Yes,8/23/2022 0:00,Obtained position with a more desirable commute,25321,2.054794521
Emory Saint Joseph's Hospital,7/13/2020 0:00,442398,18448,8/3/2020 0:00,Perioperative OR,22,Female,University of North Georgia,BSN,3.75,,No,Yes,8/4/2022 0:00,Other/Unknown,25322,2.002739726
Emory Saint Joseph's Hospital,7/13/2020 0:00,442512,18449,7/27/2020 0:00,General Medical Inpatient Unit,25,Female,University of North Georgia,BSN,3.245,Full-time,No,No,,,25323,5.663013699
Emory University Hospital,5/1/2020 0:00,440339,18450,3/2/2020 0:00,Oncology Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25324,6.065753425
Emory University Hospital Midtown,4/1/2020 0:00,440661,18451,3/30/2020 0:00,Obstetrics/Labor & Delivery Inpatient Unit,21,Female,University of North Georgia,BSN,3.75,,No,Yes,5/27/2021 0:00,Obtained position with a more desirable commute,25325,1.15890411
Emory University Hospital,10/14/2022 0:00,458203,18452,9/17/2022 0:00,Cardiac/Heart/Vascular Critical Care,26,Female,University of North Georgia,Accelerated BSN,3.75,,No,Yes,9/16/2023 0:00,Other/Unknown,25326,0.997260274
Emory Saint Joseph's Hospital,10/14/2019 0:00,438325,18453,10/14/2019 0:00,Medical/Surgical Inpatient Unit,25,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,1/5/2021 0:00,Other/Unknown,25327,1.230136986
Emory University Hospital,8/1/2019 0:00,435932,18454,7/22/2019 0:00,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,,No,Yes,7/31/2021 0:00,Relocating out of area,25328,2.02739726
Emory University Hospital,8/1/2019 0:00,435942,18455,7/22/2019 0:00,Medical ICU Inpatient Unit,22,Male,University of North Georgia,BSN,3.245,,No,No,,,25329,6.679452055
Emory University Hospital,8/1/2019 0:00,435961,18456,7/22/2019 0:00,Emergency Department,24,Female,University of North Georgia,BSN,3.75,,No,Yes,2/19/2022 0:00,Compensation/pay,25330,2.583561644
Emory University Hospital,8/1/2019 0:00,435978,18457,7/22/2019 0:00,General Medical Inpatient Unit,21,Female,University of North Georgia,BSN,3.245,,No,No,,,25331,6.679452055
Emory Decatur Hospital,7/23/2019 0:00,435739,18458,7/15/2019 0:00,General Medical Inpatient Unit,28,Female,University of North Georgia,BSN,3.75,,No,Yes,11/29/2021 0:00,Did not return from leave of absence,25332,2.378082192
Emory Saint Joseph's Hospital,7/15/2019 0:00,435745,18459,7/15/2019 0:00,General Medical Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,11/5/2020 0:00,Obtained position representing a promotion/career advancement,25333,1.312328767
Emory Saint Joseph's Hospital,7/15/2019 0:00,843288,18460,7/15/2019 0:00,General Medical Inpatient Unit,29,Female,University of North Georgia,BSN,3.245,,No,No,,,25334,6.698630137
Emory University Hospital,2/26/2019 0:00,433097,18461,3/4/2019 0:00,General Medical Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25335,7.063013699
Emory University Hospital,2/26/2019 0:00,433203,18462,3/4/2019 0:00,Perioperative OR,44,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25336,7.063013699
Emory Johns Creek Hospital,2/25/2019 0:00,425068,18463,2/25/2019 0:00,Medical/Surgical Inpatient Unit,24,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,11/1/2020 0:00,Other/Unknown,25337,1.684931507
Emory Saint Joseph's Hospital,10/10/2018 0:00,27086,18464,,Medical/Surgical Inpatient Unit,25,Female,University of North Georgia,BSN,3.476965558,,No,No,,,25338,
Emory Saint Joseph's Hospital,10/8/2018 0:00,211091,18465,,Medical/Surgical Inpatient Unit,22,Male,University of North Georgia,BSN,3.245,,No,Yes,12/31/2020 0:00,Military,25339,
Emory Saint Joseph's Hospital,10/8/2018 0:00,629249,18466,,Medical/Surgical Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,,No,Yes,9/30/2020 0:00,Relocating out of area,25340,
Emory University Hospital,7/30/2018 0:00,425377,18467,7/30/2018 0:00,General Medical Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25341,7.657534247
Emory University Hospital,7/23/2018 0:00,425445,18468,7/23/2018 0:00,Mother/Baby Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25342,7.676712329
Emory University Hospital,7/23/2018 0:00,425642,18469,7/23/2018 0:00,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,3/28/2020 0:00,Obtained position with a more desirable commute,25343,1.682191781
Emory Saint Joseph's Hospital,7/23/2018 0:00,131355,18470,,General Medical Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,,No,No,,,25344,
Emory Saint Joseph's Hospital,7/16/2018 0:00,151464,18471,7/16/2018 0:00,Other (please specify),25,Male,University of North Georgia,BSN,3.75,,No,Yes,3/16/2020 0:00,Obtained position representing a different job experience,25345,1.668493151
Emory Saint Joseph's Hospital,7/16/2018 0:00,302059,18472,,Medical/Surgical Inpatient Unit,22,Female,University of North Georgia,BSN,3.245,,No,Yes,8/6/2020 0:00,Obtained position with a more desirable commute,25346,
Emory Saint Joseph's Hospital,7/16/2018 0:00,331773,18473,,Medical/Surgical Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,,No,No,,,25347,
Emory Saint Joseph's Hospital,7/16/2018 0:00,725110,18474,7/16/2018 0:00,General Medical Inpatient Unit,22,Female,University of North Georgia,BSN,3.245,,No,Yes,9/28/2020 0:00,Obtained position with a more desirable commute,25348,2.205479452
Emory Saint Joseph's Hospital,7/16/2018 0:00,782791,18475,,Medical/Surgical Inpatient Unit,25,Female,University of North Georgia,BSN,3.245,,No,No,,,25349,
Emory University Hospital,7/16/2018 0:00,807804,18476,7/16/2018 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25350,7.695890411
Emory Saint Joseph's Hospital,7/16/2018 0:00,905954,18477,,Medical/Surgical Intermediate Unit,22,Female,University of North Georgia,BSN,3.75,,No,Yes,11/7/2020 0:00,Other/Unknown,25351,
Emory University Hospital,2/23/2018 0:00,423505,18478,,Cardiac/Heart/Vascular Critical Care,28,Female,University of North Georgia,BSN,3.245,,No,No,,,25352,
Emory Saint Joseph's Hospital,10/16/2017 0:00,470633,18479,,Emergency Department,22,Female,University of North Georgia,BSN,3.75,,No,No,,,25353,
Emory Saint Joseph's Hospital,8/7/2017 0:00,131054,18480,8/7/2017 0:00,Perioperative OR,22,Female,University of North Georgia,BSN,3.75,,No,Yes,8/22/2019 0:00,Obtained position representing a different job experience,25354,2.04109589
Emory University Hospital,7/17/2017 0:00,419961,18481,,Medical ICU Inpatient Unit,27,Female,University of North Georgia,BSN,3.245,,No,No,,,25355,
Emory Saint Joseph's Hospital,7/17/2017 0:00,856863,18482,,Medical/Surgical Inpatient Unit,22,Male,University of North Georgia,BSN,3.245,,No,Yes,2/23/2020 0:00,Compensation/pay,25356,
Emory University Hospital,10/13/2016 0:00,8341,18483,,Medical/Surgical Inpatient Unit,26,Female,University of North Georgia,BSN,3.245,,No,No,,,25357,
Emory University Hospital,10/12/2016 0:00,4097100,18484,,General Medical Inpatient Unit,23,Female,University of North Georgia,BSN,3.75,,No,No,,,25358,
Emory University Hospital,10/12/2016 0:00,415461,18485,,Perioperative OR,22,Female,University of North Georgia,BSN,3.75,,No,No,,,25359,
Emory University Hospital,10/12/2016 0:00,415468,18486,,General Medical Inpatient Unit,23,Female,University of North Georgia,BSN,3.245,,No,No,,,25360,
Emory University Hospital,10/10/2016 0:00,146,18487,,Obstetrics/Labor & Delivery Inpatient Unit,28,Female,University of North Georgia,BSN,3.75,,No,No,,,25361,
Emory University Hospital,10/10/2016 0:00,415907,18488,,Other (please specify),25,Female,University of North Georgia,BSN,3.75,,No,No,,,25362,
Emory University Hospital,10/10/2016 0:00,504323,18489,,General Medical Inpatient Unit,23,Female,University of North Georgia,BSN,3.75,,No,Yes,7/22/2017 0:00,Unhappy with job/facility,25363,
Emory Saint Joseph's Hospital,7/11/2016 0:00,308256,18490,,Medical/Surgical Inpatient Unit,22,Female,University of North Georgia,BSN,3.245,,No,No,,,25364,
Emory University Hospital,4/12/2016 0:00,1438310,18491,,General Medical Inpatient Unit,37,Female,University of North Georgia,ADN/ASN,3.245,,No,No,,,25365,
Emory Johns Creek Hospital,2/21/2022 0:00,452887,18492,2/21/2022 0:00,Medical/Surgical Inpatient Unit,21,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25366,4.090410959
Emory Johns Creek Hospital,2/15/2021 0:00,445204,18493,2/15/2021 0:00,Emergency Department,23,Female,University of North Georgia,BSN,3.245,Per Diem,No,No,,,25367,5.106849315
Emory University Hospital,3/30/2020 0:00,440315,18494,3/2/2020 0:00,Telemetry Unit,22,Female,University of North Georgia,BSN,3.75,,No,No,,,25368,6.065753425
Emory University Hospital,3/30/2020 0:00,440318,18495,3/2/2020 0:00,Orthopedic Inpatient Unit,24,Female,University of North Georgia,BSN,3.245,,No,No,,,25369,6.065753425
Emory University Hospital,8/1/2019 0:00,435923,18496,7/22/2019 0:00,Medical ICU Inpatient Unit,27,Male,University of North Georgia,BSN,3.75,,No,No,,,25370,6.679452055
Emory University Hospital,7/30/2018 0:00,425314,18497,7/30/2018 0:00,General Medical Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,9/5/2020 0:00,Compensation/pay,25371,2.104109589
Emory Saint Joseph's Hospital,2/26/2018 0:00,312107,18498,2/26/2018 0:00,Medical/Surgical Intermediate Unit,23,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25372,8.079452055
Emory Saint Joseph's Hospital,10/2/2025 0:00,2735156,18499,10/27/2025 0:00,Telemetry Unit,32,Female,University of Oklahoma,BSN,3.75,Full-time,No,No,,,25373,0.408219178
Emory Decatur Hospital,10/12/2021 0:00,447074,18500,10/18/2021 0:00,Telemetry Unit,27,Female,University of Oklahoma,Accelerated BSN,3.75,,No,No,,,25374,4.435616438
Emory Saint Joseph's Hospital,10/12/2020 0:00,443082,18501,10/12/2020 0:00,Orthopedic Inpatient Unit,29,Female,University of Oklahoma,Accelerated BSN,3.75,Full-time,No,No,,,25375,5.452054795
Emory University Hospital,10/24/2019 0:00,1574651,18502,10/21/2019 0:00,Neurology/Neurosurgical ICU Inpatient Unit,28,Female,University of Oklahoma,Accelerated BSN,3.245,,No,Yes,5/11/2021 0:00,Obtained position representing a different job experience,25376,1.556164384
Emory Saint Joseph's Hospital,10/16/2017 0:00,970419,18503,10/16/2017 0:00,Orthopedic Inpatient Unit,23,Female,University of Oklahoma,BSN,3.75,,No,Yes,5/2/2021 0:00,Relocating out of area,25377,3.545205479
Emory University Hospital,10/8/2015 0:00,656011,18504,,Emergency Department,27,Female,University of Oklahoma,Accelerated BSN,3.75,,No,No,,,25378,
The Emory Clinic,8/18/2025 0:00,2484620,18505,8/18/2025 0:00,Ambulatory Setting,22,Female,University of Pennsylvania,BSN,3.75,Full-time,No,No,,,25379,0.6
Emory University Hospital Midtown,4/5/2024 0:00,2194428,18506,4/1/2024 0:00,Medical ICU Inpatient Unit,29,Female,University of Pennsylvania,Accelerated BSN,3.75,Full-time,No,No,,,25380,1.980821918
Emory University Hospital,9/27/2021 0:00,450345,18507,10/11/2021 0:00,General Medical Inpatient Unit,22,Female,University of Pennsylvania,BSN,3.75,,No,Yes,11/14/2024 0:00,Other/Unknown,25381,3.095890411
Emory University Hospital Midtown,8/13/2021 0:00,448695,18508,8/9/2021 0:00,Orthopedic Inpatient Unit,21,Female,University of Pennsylvania,BSN,3.75,,No,No,,,25382,4.62739726
Emory University Hospital,2/25/2017 0:00,950895,18509,,Psychiatric Inpatient Unit,23,Female,University of Pennsylvania,BSN,3.245,,No,No,,,25383,
Emory University Hospital,3/2/2015 0:00,289623,18510,,General Medical Inpatient Unit,24,Female,University of Pennsylvania,BSN,2.745,,No,No,,,25384,
Emory University Hospital,10/24/2019 0:00,437859,18511,10/21/2019 0:00,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,University of Pennsylvania,BSN,3.75,,No,Yes,10/1/2021 0:00,Travel Nurse,25385,1.947945205
Emory University Orthopaedics & Spine Hospital ,8/11/2022 0:00,455865,18512,11/18/2022 0:00,Perioperative OR,21,Female,University of Pikeville,ADN/ASN,3.245,Full-time,No,No,,,25386,3.350684932
Emory University Hospital Midtown,8/11/2023 0:00,464368,18513,7/31/2023 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,University of Pittsburgh,BSN,3.75,Full-time,No,No,,,25387,2.652054795
Emory University Hospital,8/7/2023 0:00,465416,18514,8/28/2023 0:00,Oncology Inpatient Unit,22,Female,University of Pittsburgh,BSN,3.245,Full-time,No,No,,,25388,2.575342466
Emory University Hospital Midtown,8/26/2021 0:00,448618,18515,8/9/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,21,Female,University of Pittsburgh,BSN,3.75,,No,Yes,11/27/2022 0:00,Other/Unknown,25389,1.301369863
Emory Decatur Hospital,7/21/2020 0:00,442074,18516,7/27/2020 0:00,Mother/Baby Unit,28,Female,University of Pittsburgh,BSN,3.245,,No,No,,,25390,5.663013699
Emory University Hospital,10/8/2015 0:00,410827,18517,,Medical/Surgical ICU Inpatient Unit,22,Female,University of Pittsburgh,BSN,3.245,,No,No,,,25391,
Emory University Hospital,10/7/2015 0:00,410863,18518,,General Surgical Inpatient Unit,22,Female,University of Pittsburgh,BSN,3.245,,No,No,,,25392,
Emory University Hospital,9/8/2014 0:00,406608,18519,,General Surgical Inpatient Unit,22,Female,University of Portland,BSN,3.245,,No,Yes,11/17/2015 0:00,Other/Unknown,25393,
