organization,cohort date,nurse id,deid_names,employment start date,type of unit,age,gender,education,nursing degree received,gpa,employment status,leave,termination,termination date,termination reason,id,tenure
Emory Enterprise Staffing Pool,8/28/2025 0:00,479987,18281,8/18/2025 0:00,Ambulatory Setting,28,Female,University of Hawaii at Hilo,BSN,3.75,Full-time,No,No,,,25155,0.6
Emory University Hospital,8/17/2022 0:00,456245,18282,8/1/2022 0:00,Neurology/Neurosurgical ICU Inpatient Unit,24,Female,University of Holy Cross New Orleans,BSN,3.245,,No,No,,,25156,3.649315068
Emory Saint Joseph's Hospital,2/17/2025 0:00,2245044,18283,2/17/2025 0:00,Orthopedic Inpatient Unit,26,Female,University of Illinois,Masters,3.75,Full-time,No,No,,,25157,1.098630137
Emory University Hospital,7/22/2021 0:00,447957,18284,8/9/2021 0:00,Medical/Surgical Intermediate Unit,26,Female,University of Illinois at Chicago,MSN (CNL),3.245,,No,Yes,8/1/2024 0:00,Other/Unknown,25158,2.980821918
Emory University Hospital Midtown,7/25/2019 0:00,437509,18285,9/9/2019 0:00,General Medical Inpatient Unit,22,Female,University of Illinois at Chicago,BSN,3.75,,No,Yes,1/4/2021 0:00,Relocating out of area,25159,1.323287671
Emory Decatur Hospital,8/22/2024 0:00,471023,18286,6/3/2024 0:00,Oncology Inpatient Unit,25,Female,University of Indianaplois,Accelerated BSN,3.245,Full-time,No,No,,,25160,1.808219178
Emory Saint Joseph's Hospital,10/16/2017 0:00,339838,18287,10/16/2017 0:00,Medical/Surgical Inpatient Unit,22,Female,University of Indianapolis,BSN,3.245,,No,Yes,3/23/2020 0:00,Relocating out of area,25161,2.435616438
Emory University Hospital,7/18/2017 0:00,419652,18288,,Oncology Inpatient Unit,22,Female,University of Iowa,BSN,3.245,,No,No,,,25162,
Emory University Hospital,4/22/2016 0:00,6243702,18289,,Perioperative OR,35,Female,University of Iowa,BSN,3.75,,No,Yes,3/7/2017 0:00,Other/Unknown,25163,
Emory University Hospital Midtown,8/9/2024 0:00,473146,18290,8/20/2024 0:00,General Medical Inpatient Unit,23,Female,University of Kansas,BSN,3.75,Full-time,No,No,,,25164,1.594520548
Emory University Hospital,4/24/2024 0:00,468890,18291,3/4/2024 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,University of Kentucky,BSN,3.75,Full-time,No,No,,,25165,2.057534247
Emory University Hospital,10/14/2022 0:00,458632,18292,10/3/2022 0:00,Medical ICU Inpatient Unit,22,Female,University of Kentucky,BSN,3.75,,No,No,,,25166,3.476712329
Emory University Hospital,4/16/2021 0:00,445150,18293,2/22/2021 0:00,General Medical Inpatient Unit,23,Female,University of Kentucky,BSN,3.245,,No,No,,,25167,5.087671233
Emory University Hospital,8/1/2019 0:00,436145,18294,7/22/2019 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,University of Kentucky,BSN,3.245,,No,No,,,25168,6.679452055
Emory University Hospital,7/30/2018 0:00,419638,18295,,Emergency Department,22,Female,University of Kentucky,BSN,3.245,,No,Yes,3/23/2021 0:00,Returning to school full-time,25169,
Emory University Hospital,7/30/2018 0:00,425399,18296,7/30/2018 0:00,Medical/Surgical Intermediate Unit,22,Female,University of Kentucky,BSN,3.245,Full-time,No,Yes,7/3/2021 0:00,Relocating out of area,25170,2.928767123
Emory University Hospital,7/30/2018 0:00,425594,18297,,Oncology Inpatient Unit,22,Female,University of Kentucky,BSN,3.75,,No,Yes,2/9/2021 0:00,Obtained position representing a different job experience,25171,
Emory University Hospital,7/18/2017 0:00,419911,18298,,Medical/Surgical ICU Inpatient Unit,23,Female,University of Kentucky,BSN,3.75,,No,No,,,25172,
Emory University Hospital,9/18/2020 0:00,2234979,18299,9/14/2020 0:00,Medical ICU Inpatient Unit,22,Female,University of Kentucky,BSN,3.75,,No,Yes,12/11/2020 0:00,Other/Unknown,25173,0.24109589
Emory Saint Joseph's Hospital,7/13/2020 0:00,442507,18300,7/13/2020 0:00,Medical/Surgical Inpatient Unit,25,Female,University of Louisiana,BSN,3.245,Full-time,No,Yes,7/5/2022 0:00,Other/Unknown,25174,1.978082192
Emory University Hospital,2/26/2019 0:00,433050,18301,3/4/2019 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,University of Louisiana,BSN,2.745,Full-time,No,Yes,1/9/2021 0:00,Obtained position representing a different job experience,25175,1.854794521
Emory Johns Creek Hospital,7/12/2021 0:00,448653,18302,7/19/2021 0:00,Neonatal ICU Inpatient Unit,22,Female,University of Louisville,BSN,3.245,Per Diem,No,Yes,6/3/2023 0:00,Travel Nurse,25176,1.873972603
Emory University Hospital,2/25/2017 0:00,149189,18303,,Emergency Department,23,Female,University of Louisville,BSN,3.245,,No,No,,,25177,
Emory University Hospital Midtown,8/1/2020 0:00,442453,18304,8/31/2020 0:00,Medical/Surgical Intermediate Unit,22,Female,University of Lynchburg,BSN,3.245,,No,No,,,25178,5.567123288
Emory University Hospital,2/25/2017 0:00,967312,18305,,Emergency Department,25,Female,University of Maine,Accelerated BSN,3.75,,No,No,,,25179,
Emory University Hospital,10/28/2024 0:00,472490,18306,10/7/2024 0:00,General Medical Inpatient Unit,26,Female,University of Maryland,Masters,3.75,Full-time,No,No,,,25180,1.463013699
Emory University Hospital Midtown,4/7/2023 0:00,461846,18307,3/27/2023 0:00,Surgical ICU Inpatient Unit,30,Male,University of Maryland,MSN (CNL),3.75,Full-time,No,No,,,25181,2.997260274
Emory University Hospital,10/7/2015 0:00,410828,18308,,Oncology Inpatient Unit,24,Female,University of Maryland,MSN (CNL),3.75,,No,No,,,25182,
Emory Saint Joseph's Hospital,3/2/2015 0:00,167879100,18309,,Medical/Surgical Inpatient Unit,22,Female,University of Maryland,BSN,3.75,,No,No,,,25183,
Emory University Hospital,10/7/2015 0:00,410884,18310,,Oncology Inpatient Unit,21,Female,University of Massachusetts,BSN,3.75,,No,No,,,25184,
Emory University Hospital,7/18/2017 0:00,420054,18311,,Perioperative OR,22,Female,University of Massachusetts Amherst,BSN,3.75,,No,Yes,3/19/2018 0:00,Unhappy with job/facility,25185,
Emory Saint Joseph's Hospital,10/17/2022 0:00,459631,18312,11/14/2022 0:00,Orthopedic Inpatient Unit,24,Female,University of Massachusetts Boston,Accelerated BSN,3.75,,No,No,,,25186,3.361643836
Emory University Hospital Midtown,10/30/2020 0:00,443573,18313,10/26/2020 0:00,Medical/Surgical Inpatient Unit,26,Female,University of Massachusetts Boston,BS,3.245,Full-time,No,No,,,25187,5.41369863
Emory University Hospital Midtown,10/30/2020 0:00,443599,18314,10/26/2020 0:00,Medical/Surgical Inpatient Unit,24,Male,University of Massachusetts Boston,BSN,3.245,Full-time,No,Yes,1/7/2023 0:00,Relocating out of area,25188,2.2
Emory University Hospital,5/1/2020 0:00,440297,18315,3/9/2020 0:00,Cardiac/Heart/Vascular Critical Care,26,Male,University of Massachusetts Boston,BSN,3.245,Full-time,No,No,,,25189,6.046575342
Emory University Hospital Midtown,2/28/2019 0:00,433717,18316,2/25/2019 0:00,Mother/Baby Unit,23,Female,University of Massachusetts Boston,BSN,3.245,Full-time,No,No,,,25190,7.082191781
Emory University Hospital,8/18/2025 0:00,479750,18317,8/25/2025 0:00,Transplant Unit,27,Female,University of Memphis,BSN,3.245,Full-time,No,No,,,25191,0.580821918
Emory University Hospital,8/28/2025 0:00,479673,18318,8/18/2025 0:00,Transplant Unit,22,Female,University of Miami,BSN,3.75,Full-time,No,No,,,25192,0.6
Emory Decatur Hospital,8/19/2025 0:00,2734288,18319,8/11/2025 0:00,Neonatal ICU Inpatient Unit,22,Female,University of Miami,BSN,3.245,Full-time,No,No,,,25193,0.619178082
Emory University Hospital,4/16/2021 0:00,445532,18320,3/1/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,26,Female,University of Miami,Accelerated BSN,3.75,,No,Yes,11/14/2021 0:00,Relocating out of area,25194,0.706849315
Emory Johns Creek Hospital,7/13/2020 0:00,442204,18321,7/20/2020 0:00,Emergency Department,27,Female,University of Miami,Accelerated BSN,3.75,,No,Yes,4/22/2021 0:00,Compensation/pay,25195,0.756164384
Emory University Hospital,8/18/2021 0:00,447990,18322,7/19/2021 0:00,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,University of Miami,Accelerated BSN,3.75,,No,Yes,7/2/2023 0:00,Other/Unknown,25196,1.953424658
Emory University Hospital,8/18/2021 0:00,447993,18323,7/19/2021 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,University of Miami,Accelerated BSN,3.75,,No,Yes,8/1/2023 0:00,Other/Unknown,25197,2.035616438
Emory University Hospital Midtown,8/13/2021 0:00,448624,18324,8/9/2021 0:00,Medical/Surgical Inpatient Unit,26,Other,University of Miami,Accelerated BSN,3.75,,No,No,,,25198,4.62739726
Emory University Hospital Midtown,4/1/2021 0:00,444747,18325,2/1/2021 0:00,Emergency Department,22,Female,University of Miami,BSN,3.75,,No,No,,,25199,5.145205479
Emory University Hospital Midtown,10/30/2020 0:00,443307,18326,10/26/2020 0:00,Cardiac/Heart/Vascular Critical Care,26,Female,University of Miami,Accelerated BSN,3.245,,No,No,,,25200,5.41369863
Emory Decatur Hospital,10/13/2020 0:00,2250055,18327,10/5/2020 0:00,Emergency Department,22,Female,University of Miami,BSN,3.245,,No,Yes,3/11/2022 0:00,Other/Unknown,25201,1.430136986
Emory Saint Joseph's Hospital,10/12/2020 0:00,2168094,18328,10/12/2020 0:00,Orthopedic Inpatient Unit,24,Female,University of Miami,Accelerated BSN,3.245,Full-time,No,No,,,25202,5.452054795
Emory Saint Joseph's Hospital,2/26/2018 0:00,868602,18329,,Medical/Surgical Inpatient Unit,26,Male,University of Miami,BSN,3.75,,No,Yes,7/29/2018 0:00,Relocating out of area,25203,
Emory University Hospital,7/18/2017 0:00,1696558,18330,,Oncology Inpatient Unit,29,Female,University of Miami,Accelerated BSN,3.245,,No,No,,,25204,
Emory University Hospital,10/8/2015 0:00,955440,18331,,Medical/Surgical ICU Inpatient Unit,28,Female,University of Miami,Accelerated BSN,3.476965558,,No,No,,,25205,
Emory Saint Joseph's Hospital,7/13/2015 0:00,632410,18332,,General Medical Inpatient Unit,23,Female,University of Miami,BSN,3.245,,No,No,,,25206,
Emory University Hospital,3/2/2015 0:00,983138,18333,,Oncology Inpatient Unit,29,Female,University of Miami,Accelerated BSN,3.75,,No,No,,,25207,
Emory Decatur Hospital,11/12/2024 0:00,474897,18334,11/4/2024 0:00,Emergency Department,24,Female,University of Michigan,BSN,3.75,Full-time,No,No,,,25208,1.38630137
Emory University Hospital,10/23/2023 0:00,465695,18335,10/9/2023 0:00,Medical/Surgical Intermediate Unit,22,Female,University of Michigan,BSN,3.75,Full-time,No,Yes,5/11/2025 0:00,Relocating out of area,25209,1.589041096
Emory University Hospital,8/7/2023 0:00,2374073,18336,7/24/2023 0:00,General Surgical Inpatient Unit,22,Female,University of Michigan,BSN,3.75,Full-time,No,Yes,5/22/2025 0:00,Other/Unknown,25210,1.830136986
Emory Decatur Hospital,7/23/2019 0:00,435720,18337,7/15/2019 0:00,Oncology Inpatient Unit,23,Female,University of Michigan,BSN,3.245,,No,Yes,4/26/2020 0:00,Obtained position representing a different job experience,25211,0.783561644
Emory University Hospital,7/17/2017 0:00,419736,18338,,Medical ICU Inpatient Unit,22,Female,University of Michigan,BSN,3.75,,No,No,,,25212,
Emory University Hospital,8/26/2013 0:00,135,18339,,Emergency Department,23,Female,University of Michigan,BSN,3.75,,No,No,,,25213,
Emory University Hospital Midtown,7/25/2019 0:00,437119,18340,7/29/2019 0:00,Mother/Baby Unit,22,Female,University of Minnesota,BSN,3.75,,No,Yes,4/23/2021 0:00,Relocating out of area,25214,1.736986301
Emory Saint Joseph's Hospital,10/2/2025 0:00,480848,18341,9/29/2025 0:00,Emergency Department,23,Female,University of Mississippi Medical Center,Accelerated BSN,3.75,Full-time,No,No,,,25215,0.484931507
Emory University Hospital Midtown,10/27/2023 0:00,464373,18342,10/23/2023 0:00,Obstetrics/Labor & Delivery Inpatient Unit,23,Female,University of Mississippi Medical Center,BSN,3.245,Full-time,No,No,,,25216,2.421917808
Emory University Hospital Midtown,10/27/2023 0:00,466196,18343,10/23/2023 0:00,Emergency Department,24,Female,University of Mississippi Medical Center,Accelerated BSN,3.75,Full-time,No,Yes,11/24/2024 0:00,Relocating out of area,25217,1.090410959
Emory Saint Joseph's Hospital,10/20/2023 0:00,466800,18344,11/6/2023 0:00,Perioperative OR,30,Female,University of Mississippi Medical Center,Accelerated BSN,3.75,Full-time,No,No,,,25218,2.383561644
Emory University Hospital Midtown,4/1/2020 0:00,440664,18345,3/30/2020 0:00,Oncology Inpatient Unit,25,Female,University of Mississippi Medical Center,Accelerated BSN,3.245,Full-time,No,No,,,25219,5.989041096
Emory University Hospital,2/23/2018 0:00,423506,18346,2/23/2018 0:00,Medical ICU Inpatient Unit,24,Male,University of Mississippi Medical Center,BSN,2.745,Full-time,No,No,,,25220,8.087671233
Emory University Hospital,2/24/2017 0:00,81891,18347,,Medical ICU Inpatient Unit,25,Female,University of Missouri,Accelerated BSN,3.245,,No,No,,,25221,
Emory University Hospital,10/10/2016 0:00,415903,18348,,Other (please specify),23,Female,University of Missouri,BSN,3.476965558,,No,No,,,25222,
Emory University Hospital,3/2/2015 0:00,408265,18349,,General Surgical Inpatient Unit,23,Female,University of Missouri,BSN,3.245,,No,No,,,25223,
Emory University Hospital,7/22/2021 0:00,447950,18350,7/19/2021 0:00,Oncology Inpatient Unit,30,Female,University of Missouri- Kansas City,Accelerated BSN,3.245,,No,No,,,25224,4.684931507
Emory University Hospital,10/28/2024 0:00,474540,18351,10/21/2024 0:00,Orthopedic Inpatient Unit,22,Female,University of Nebraska Medical Center,BSN,3.75,Full-time,No,No,,,25225,1.424657534
Emory University Hospital Midtown,8/11/2023 0:00,464378,18352,7/31/2023 0:00,Medical ICU Inpatient Unit,23,Female,University of Nebraska Medical Center,BSN,3.75,Full-time,No,Yes,9/23/2024 0:00,Other/Unknown,25226,1.150684932
The Emory Clinic,3/10/2025 0:00,476717,18353,3/24/2025 0:00,Ambulatory Setting,32,Male,University of Nevada,Masters,3.75,Full-time,No,Yes,7/11/2025 0:00,Relocating out of area,25227,0.298630137
Emory Saint Joseph's Hospital,2/15/2021 0:00,1506280,18354,2/22/2021 0:00,Perioperative OR,30,Female,University of New Hampshire,Masters,3.245,Full-time,No,Yes,10/1/2021 0:00,Disability/Illness/Injury ,25228,0.605479452
Emory University Hospital Midtown,8/1/2020 0:00,442421,18355,8/10/2020 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,University of New Hampshire,BSN,3.75,Full-time,No,No,,,25229,5.624657534
Emory Saint Joseph's Hospital,2/21/2022 0:00,452821,18356,4/4/2022 0:00,Medical/Surgical Inpatient Unit,21,Female,University of New Mexico,BSN,3.245,,No,Yes,8/1/2023 0:00,Family obligations (family/friend caregiving responsibility),25230,1.326027397
Emory University Hospital Midtown,8/13/2021 0:00,448687,18357,8/9/2021 0:00,General Medical Inpatient Unit,28,Female,University of New Mexico,BSN,3.245,,No,No,,,25231,4.62739726
Emory University Hospital,8/5/2024 0:00,472180,18358,7/29/2024 0:00,General Medical Inpatient Unit,22,Female,University of North Alabama,BSN,3.245,Full-time,No,No,,,25232,1.654794521
Emory University Hospital,10/10/2016 0:00,415721,18359,,Medical/Surgical ICU Inpatient Unit,22,Female,University of North Alabama,BSN,3.75,,No,No,,,25233,
Emory Saint Joseph's Hospital,10/7/2013 0:00,40307800,18360,,Medical/Surgical ICU Inpatient Unit,24,Male,University of North Alabama,Accelerated BSN,3.245,,No,No,,,25234,
Emory University Hospital,9/10/2012 0:00,3347,18361,,Oncology Inpatient Unit,23,Female,University of North Alabama,BSN,2.745,,No,No,,,25235,
Emory University Hospital,8/17/2022 0:00,456862,18362,8/15/2022 0:00,Emergency Department,32,Female,University of North Carolina,BSN,3.75,Full-time,No,Yes,8/31/2023 0:00,Other/Unknown,25236,1.043835616
Emory Decatur Hospital,7/26/2021 0:00,448105,18363,7/26/2021 0:00,Obstetrics/Labor & Delivery Inpatient Unit,22,Female,University of North Carolina,BSN,3.75,,No,No,,,25237,4.665753425
Emory University Hospital Midtown,7/25/2019 0:00,436238,18364,7/29/2019 0:00,Emergency Department,22,Male,University of North Carolina,BSN,3.75,,No,Yes,11/9/2021 0:00,Travel Nurse,25238,2.284931507
Emory University Hospital Midtown,7/25/2019 0:00,436509,18365,7/29/2019 0:00,Orthopedic Inpatient Unit,24,Female,University of North Carolina,BSN,3.245,,No,No,,,25239,6.660273973
Emory University Hospital,7/18/2017 0:00,419919,18366,,Neurology/Neurosurgical ICU Inpatient Unit,23,Female,University of North Carolina,BSN,3.245,,No,Yes,10/5/2019 0:00,Other/Unknown,25240,
Emory University Hospital,10/13/2016 0:00,819,18367,,Cardiac/Heart/Vascular Critical Care,22,Female,University of North Carolina,BSN,3.245,,No,No,,,25241,
Emory University Hospital,10/8/2015 0:00,410893,18368,,Other (please specify),22,Female,University of North Carolina,BSN,3.75,,No,No,,,25242,
Emory University Hospital,9/8/2014 0:00,2027989,18369,,Medical/Surgical ICU Inpatient Unit,22,Male,University of North Carolina,BSN,3.75,,No,No,,,25243,
Emory University Hospital,3/11/2013 0:00,2924,18370,,Oncology Inpatient Unit,23,Female,University of North Carolina,BSN,3.245,,No,No,,,25244,
Emory Decatur Hospital,7/21/2020 0:00,442104,18371,7/13/2020 0:00,Obstetrics/Labor & Delivery Inpatient Unit,27,Female,University of North Carolina,Accelerated BSN,3.245,,No,No,,,25245,5.701369863
Emory University Hospital,8/20/2025 0:00,479045,18372,7/28/2025 0:00,Surgical ICU Inpatient Unit,22,Female,University of North Carolina at Chapel Hill,BSN,3.75,Full-time,No,No,,,25246,0.657534247
Emory University Hospital Midtown,8/9/2024 0:00,472662,18373,7/29/2024 0:00,General Medical Inpatient Unit,22,Female,University of North Carolina at Chapel Hill,BSN,3.75,Full-time,No,No,,,25247,1.654794521
Emory University Hospital,7/18/2022 0:00,455922,18374,8/22/2022 0:00,Oncology Inpatient Unit,23,Female,University of North Carolina at Chapel Hill,BSN,3.75,Full-time,No,Yes,4/17/2024 0:00,Other/Unknown,25248,1.654794521
Emory University Hospital,7/30/2018 0:00,425395,18375,7/30/2018 0:00,Neurology/Neurosurgical ICU Inpatient Unit,21,Female,University of North Carolina at Chapel Hill,BSN,3.245,Full-time,No,No,,,25249,7.657534247
Emory University Hospital,7/30/2018 0:00,425427,18376,7/30/2018 0:00,Cardiac/Heart/Vascular Critical Care,22,Female,University of North Carolina at Chapel Hill,BSN,3.75,Full-time,No,No,,,25250,7.657534247
Emory University Hospital,7/30/2018 0:00,2153212,18377,7/30/2018 0:00,Oncology Inpatient Unit,22,Female,University of North Carolina at Chapel Hill,BSN,3.75,Full-time,No,No,,,25251,7.657534247
Emory Saint Joseph's Hospital,10/22/2012 0:00,39918500,18378,,Medical/Surgical Inpatient Unit,24,Female,University of North Carolina at Chapel Hill,Accelerated BSN,3.245,,No,No,,,25252,
Emory University Hospital,7/30/2020 0:00,442402,18379,7/27/2020 0:00,Psychiatric Inpatient Unit,22,Male,University of North Carolina at Chapel Hill,BSN,3.75,,No,Yes,8/24/2021 0:00,Returning to school full-time,25253,1.076712329
Emory Saint Joseph's Hospital,2/24/2020 0:00,440363,18380,3/16/2020 0:00,Perioperative OR,23,Male,University of North Carolina at Charlotte,BSN,3.245,Full-time,No,Yes,4/26/2022 0:00,Obtained position representing a promotion/career advancement,25254,2.112328767
Emory University Hospital Midtown,8/25/2022 0:00,456197,18381,7/18/2022 0:00,Perioperative OR,25,Female,University of North Carolina at Greensboro,BSN,3.75,Full-time,No,No,,,25255,3.687671233
Emory University Hospital,8/17/2022 0:00,456257,18382,7/25/2022 0:00,Surgical ICU Inpatient Unit,23,Female,University of North Carolina at Greensboro,BSN,3.75,,No,Yes,3/17/2024 0:00,Obtained position representing a different job experience,25256,1.646575342
Emory University Hospital Midtown,8/13/2021 0:00,449647,18383,8/9/2021 0:00,Cardiac/Heart/Vascular Critical Care,23,Female,University of North Carolina at Greensboro,BS,3.245,Full-time,No,No,,,25257,4.62739726
Emory University Hospital,8/1/2019 0:00,435928,18384,7/22/2019 0:00,Cardiac/Heart/Vascular Critical Care,26,Female,University of North Carolina at Greensboro,BSN,3.245,,No,No,,,25258,6.679452055
Emory Saint Joseph's Hospital,2/24/2023 0:00,460944,18385,2/20/2023 0:00,Perioperative OR,21,Female,University of North Carolina at Wilmington,BSN,3.245,Full-time,No,No,,,25259,3.093150685
Emory Saint Joseph's Hospital,10/8/2018 0:00,323184,18386,10/8/2018 0:00,Medical/Surgical Intermediate Unit,21,Female,University of North Carolina at Wilmington,BSN,3.75,Full-time,No,Yes,11/29/2020 0:00,Relocating out of area,25260,2.145205479
Emory University Hospital,10/10/2016 0:00,415909,18387,,Obstetrics/Labor & Delivery Inpatient Unit,27,Female,University of North Carolina Chapel Hill,BSN,3.75,,No,No,,,25261,
Emory University Hospital Midtown,10/31/2019 0:00,438073,18388,10/28/2019 0:00,Medical/Surgical Inpatient Unit,25,Female,University of North Dakota,BSN,3.75,,No,No,,,25262,6.410958904
Emory University Hospital,7/23/2018 0:00,1913979,18389,,General Medical Inpatient Unit,38,Female,University of North Dakota,Accelerated BSN,3.75,,No,No,,,25263,
Emory Saint Joseph's Hospital,3/30/2009 0:00,8989,18390,,Other (please specify),23,Female,University of North Dakota,BSN,3.245,,No,No,,,25264,
Emory Saint Joseph's Hospital,2/15/2021 0:00,2372141,18391,2/15/2021 0:00,Medical/Surgical Intermediate Unit,23,Female,University of North Florida,Accelerated BSN,3.75,,No,Yes,11/29/2021 0:00,Family obligations (family/friend caregiving responsibility),25265,0.78630137
The Emory Clinic,3/10/2025 0:00,476721,18392,3/24/2025 0:00,Ambulatory Setting,22,Female,University of North Florida,BSN,3.75,Full-time,No,No,,,25266,1.002739726
Emory Saint Joseph's Hospital,2/17/2025 0:00,476381,18393,3/10/2025 0:00,Oncology Intermediate Unit,23,Female,University of North Florida,Accelerated BSN,3.75,Full-time,No,No,,,25267,1.04109589
Emory University Hospital,4/16/2021 0:00,445343,18394,3/1/2021 0:00,Medical/Surgical Intermediate Unit,27,Female,University of North Florida,Accelerated BSN,3.245,,No,No,,,25268,5.068493151
Emory University Hospital,2/15/2021 0:00,445281,18395,2/15/2021 0:00,Perioperative OR,26,Female,University of North Florida,Accelerated BSN,3.75,,No,Yes,1/25/2023 0:00,Other/Unknown,25269,1.942465753
Emory University Hospital,11/6/2020 0:00,443407,18396,9/28/2020 0:00,Medical ICU Inpatient Unit,23,Female,University of North Florida,BSN,3.75,Full-time,No,Yes,1/30/2023 0:00,Relocating out of area,25270,2.339726027
Emory University Hospital Midtown,4/1/2020 0:00,440662,18397,3/30/2020 0:00,Obstetrics/Labor & Delivery Inpatient Unit,24,Male,University of North Florida,Accelerated BSN,3.75,,No,No,,,25271,5.989041096
Emory University Hospital,10/24/2019 0:00,437856,18398,10/21/2019 0:00,Neurology/Neurosurgical ICU Inpatient Unit,22,Female,University of North Florida,BSN,3.75,,No,Yes,6/4/2022 0:00,Compensation/pay,25272,2.621917808
Emory University Hospital,7/16/2018 0:00,424979,18399,,Medical/Surgical Inpatient Unit,23,Female,University of North Florida,BSN,3.75,,No,No,,,25273,
Emory University Hospital,2/23/2018 0:00,2262528,18400,,Cardiac/Heart/Vascular Critical Care,25,Male,University of North Florida,Accelerated BSN,3.75,,No,Yes,7/11/2020 0:00,Relocating out of area,25274,
Emory University Hospital,2/25/2017 0:00,599475,18401,,Medical/Surgical ICU Inpatient Unit,31,Female,University of North Florida,BSN,3.75,,No,No,,,25275,
Emory University Hospital,3/10/2014 0:00,403641,18402,,Other (please specify),34,Male,University of North Florida,BSN,3.245,,No,No,,,25276,
Emory Saint Joseph's Hospital,2/21/2022 0:00,452789,18403,2/21/2022 0:00,Emergency Department,26,Female,University of North Florida,Accelerated BSN,3.75,,No,Yes,5/6/2023 0:00,Obtained position with a more desirable work schedule,25277,1.202739726
Emory University Hospital,9/18/2020 0:00,443225,18404,9/14/2020 0:00,Medical ICU Inpatient Unit,31,Female,University of North Florida,Accelerated BSN,3.245,,No,Yes,5/23/2021 0:00,Relocating out of area,25278,0.687671233
Emory Saint Joseph's Hospital,10/2/2025 0:00,478661,18405,9/2/2025 0:00,Oncology Inpatient Unit,24,Female,University of North Georgia,BSN,3.245,Full-time,No,No,,,25279,0.55890411
Emory Johns Creek Hospital,10/2/2025 0:00,480965,18406,9/29/2025 0:00,Medical/Surgical Inpatient Unit,23,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25280,0.484931507
Emory University Hospital,8/28/2025 0:00,479703,18407,8/18/2025 0:00,Transplant Unit,22,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25281,0.6
Emory University Hospital,8/20/2025 0:00,479046,18408,7/28/2025 0:00,Surgical ICU Inpatient Unit,30,Female,University of North Georgia,Accelerated BSN,3.75,Full-time,No,No,,,25282,0.657534247
Emory Saint Joseph's Hospital,7/10/2025 0:00,478694,18409,7/14/2025 0:00,Medical/Surgical Inpatient Unit,22,Female,University of North Georgia,BSN,3.245,Full-time,No,No,,,25283,0.695890411
Emory University Hospital,4/23/2025 0:00,476820,18410,3/31/2025 0:00,Cardiac/Heart/Vascular Critical Care,22,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25284,0.983561644
Emory Decatur Hospital,4/1/2025 0:00,476517,18411,3/17/2025 0:00,Emergency Department,23,Female,University of North Georgia,BSN,2.745,Full-time,No,No,,,25285,1.021917808
Emory Decatur Hospital,2/17/2025 0:00,476495,18412,2/17/2025 0:00,Perioperative OR,23,Female,University of North Georgia,BSN,3.245,Full-time,No,Yes,8/8/2025 0:00,Unhappy with job/facility,25286,0.471232877
Emory Saint Joseph's Hospital,2/17/2025 0:00,471007,18413,2/2/2025 0:00,Telemetry Unit,23,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25287,1.139726027
Emory Johns Creek Hospital,2/21/2022 0:00,452888,18414,2/21/2022 0:00,Emergency Department,23,Female,University of North Georgia,BSN,3.245,,No,Yes,9/17/2022 0:00,Family obligations (family/friend caregiving responsibility),25288,0.569863014
Emory Decatur Hospital,10/28/2024 0:00,474907,18415,11/4/2024 0:00,Oncology Inpatient Unit,25,Female,University of North Georgia,BSN,3.245,Full-time,No,No,,,25289,1.38630137
Emory Hillandale Hospital,8/22/2024 0:00,472739,18416,8/12/2024 0:00,Emergency Department,25,Male,University of North Georgia,Accelerated BSN,3.245,Full-time,No,No,,,25290,1.616438356
Emory University Hospital Midtown,8/22/2024 0:00,473361,18417,8/19/2024 0:00,Oncology Inpatient Unit,26,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25291,1.597260274
Emory University Hospital,8/21/2024 0:00,470430,18418,7/22/2024 0:00,Cardiac/Heart/Vascular Critical Care,40,Male,University of North Georgia,BSN,3.75,Full-time,No,No,,,25292,1.673972603
Emory Saint Joseph's Hospital,7/12/2024 0:00,471625,18419,6/24/2024 0:00,Emergency Department,41,Female,University of North Georgia,BSN,3.75,Full-time,No,No,,,25293,1.750684932
Emory University Hospital,8/16/2023 0:00,464302,18420,7/24/2023 0:00,Medical ICU Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,3/19/2025 0:00,Other/Unknown,25294,1.654794521
Emory University Hospital,8/16/2023 0:00,464316,18421,7/24/2023 0:00,Cardiac/Heart/Vascular Critical Care,24,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,12/29/2024 0:00,Other/Unknown,25295,1.435616438
Emory Saint Joseph's Hospital,7/12/2021 0:00,447797,18422,7/12/2021 0:00,Orthopedic Inpatient Unit,22,Female,University of North Georgia,BSN,3.75,Full-time,No,Yes,9/17/2021 0:00,Relocating out of area,25296,0.183561644
